word.EN,word.CH,pos,syllables,strokes,HSK,valence.mean.CH,valence.sd.CH,valence.N.CH,arousal.mean.CH,arousal.sd.CH,arousal.N.CH,valence.mean.EN,valence.sd.EN,valence.N.EN,arousal.mean.EN,arousal.sd.EN,arousal.N.EN,sensory.mean.CH,sensory.sd.CH,sensory.N.CH,valence_Xu,arousal_Xu,valence_yao,arousal_yao,imageability_su,familiarity_su,concreteness_xu,freq_m_Tsang,freq_cncorpus,AoA_Xu,RT_Tsang,zRT_Tsang,category
underworld,黑社会,noun,3,25,NA,3.19,1.87,16,6.69,1.14,16,3.94,1.51,18,5.14,1.98,21,5.38,2.68,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uneasy,心神不安,idiom,4,23,NA,2.81,1.72,16,6.75,1.06,16,2.86,1.04,22,4.48,2.77,21,5.94,2.52,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unfold,展开,verb,2,14,5,5.44,0.63,16,5.19,1.64,16,4.23,1.19,22,3.87,2.4,23,3.75,2.38,16,0.3,1.73,NA,NA,5.04348,6.407407,3.090909,12.7,0.0068,10.1,682.9,-0.526,NA
unfreeze,化冻,verb,2,11,NA,4.93,1.33,14,5.07,1.77,14,4.29,1.71,21,3.41,1.68,22,4.56,2.13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unhook,脱钩,verb,2,20,NA,3.6,1.4,15,6.13,1.3,15,4.55,1.47,22,3.31,2.05,26,3.5,2.16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unicorn,独角兽,noun,3,27,NA,6.12,1.31,16,4.75,2.18,16,6.86,1.77,21,5.14,2.49,22,5.06,2.32,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unified,统一,verb,2,10,NA,6.4,1.96,15,5.69,2.18,16,6.42,1.26,19,3.57,1.78,21,4.75,2.59,16,0.77,2.43,NA,NA,3.9,6.766667,3,9.15,0.02,11,710.28,-0.484,NA
union,工会,noun,2,9,NA,4.8,1.37,15,4.5,1.51,16,5.85,1.27,20,4.05,2.82,20,3.44,2.37,16,0.23,1.42,NA,NA,NA,5.045455,1.863636,5.78,0.0029,15,816.9,-0.06,NA
unique,唯一,adjective,2,12,NA,5.87,1.36,15,5,1.79,16,7.32,1.11,19,4,2.45,21,5.06,2.41,16,0.59,2.52,NA,NA,3.45455,5.96,3.088235,239.16,0.008,10.2,658.81,-0.599,NA
unit,单元,noun,2,12,5,5.12,0.5,16,4.69,0.7,16,5.29,1.66,42,3.33,2.31,21,3.81,2.17,16,NA,NA,NA,NA,3.86364,6.733333,NA,NA,0.0011,9.6,NA,NA,NA
universe,宇宙,noun,2,14,6,6.5,1.51,16,4.06,2.17,16,6.81,1.4,21,3.91,3.23,23,5.12,2.42,16,0.67,2.65,NA,NA,5.4,5.954545,2.521739,30.08,0.0093,13.5,603.98,-0.759,NA
university,大学,noun,2,11,NA,6.25,1.91,16,4.62,1.2,16,6.95,1.15,20,4.24,2.36,21,6.5,2.34,16,1.24,2.36,NA,NA,6.1,6.576923,1.68,132.8,0.0136,12.2,626.14,-0.664,NA
unknown,未知,adjective,2,13,NA,5.06,1.95,16,5.56,1.5,16,4.85,1.18,20,4.71,2.71,24,4.62,3.03,16,-0.36,1.73,NA,NA,NA,5.16,4,9,0.0014,10.6,715.43,-0.375,NA
unleash,发泄,verb,2,13,NA,4.75,1.48,16,6.31,1.2,16,4.6,1.23,20,5.14,2.54,21,5.62,2.03,16,-1.16,2.73,NA,NA,4,6.2,3.290323,11.66,0.0008,12.6,665.7,-0.543,NA
unlock,解锁,verb,2,25,NA,5.69,0.95,16,5.69,1.2,16,5.55,1.5,20,3.2,1.91,20,4.69,1.99,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
untie,解开,verb,2,17,NA,5.69,1.01,16,5.12,1.02,16,4.95,1.15,20,2.8,1.82,20,4.25,2.32,16,NA,NA,NA,NA,4.95238,6.588235,NA,NA,0.0014,9.6,NA,NA,NA
upbringing,抚育,verb,2,15,NA,5.19,1.72,16,4.81,1.83,16,6.32,1.34,19,4.27,2.43,22,4.69,2.09,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
upper,上面,noun,2,12,NA,5.31,0.6,16,5.19,0.98,16,5.7,1.42,20,3.52,2.68,21,4.31,2.12,16,NA,NA,NA,NA,5.66667,6.705882,NA,NA,0.0173,NA,NA,NA,NA
upright,直立,verb,2,13,NA,5.56,0.81,16,5,0.73,16,5.11,1.88,19,3.29,2.01,24,4.44,1.9,16,NA,NA,NA,NA,5.39583,5.492165,NA,NA,0.0013,NA,NA,NA,NA
urge,催促,verb,2,22,NA,3.5,1.46,16,5.81,1.33,16,5.11,1.66,19,5.29,2.45,21,5.56,2.87,16,NA,NA,NA,NA,5.33333,6.178571,NA,NA,0.001,9.3,NA,NA,NA
urinal,小便器,noun,3,28,NA,3.81,1.91,16,5,1.41,16,2.8,1.88,20,3.62,2.91,21,5.25,2.02,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
urinate,小便,noun,2,12,NA,3.88,1.75,16,4.75,1.24,16,4.14,2.2,21,3.95,2.24,20,5.38,2,16,NA,NA,NA,NA,6.63636,6.916667,NA,NA,NA,7,NA,NA,NA
urine,尿,noun,1,7,NA,3.75,1.24,16,4.81,1.22,16,2.9,1.8,20,4.38,2.28,42,5.06,2.26,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0021,NA,NA,NA,NA
urn,瓮,noun,1,8,NA,4.87,0.83,15,4.73,1.58,15,3.37,1.5,19,2.9,2.14,21,3.92,1.89,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
usage,用法,noun,2,13,NA,5,0.97,16,5,1.26,16,5.1,1.34,21,2.5,1.82,22,3.06,1.81,16,NA,NA,NA,NA,4,5.96,NA,NA,0.0009,8.9,NA,NA,NA
use,使用,verb,2,13,4,5.19,0.4,16,5.19,1.22,16,5.18,1.4,22,4.19,2.66,21,3.25,1.95,16,0.37,1.79,NA,NA,4.2,6.7,2.677419,89.93,0.0377,8.6,647.08,-0.639,NA
uterus,子宫,noun,2,12,NA,4.75,1.14,32,5.31,1.31,32,4.79,1.55,19,4.82,2.46,22,#N/A,#N/A,#N/A,0.24,2.05,NA,NA,NA,5.791667,1.692308,6.32,0.0016,13.7,784.97,-0.234,NA
utility,事业,noun,2,13,6,6.5,1.26,16,5.62,1.41,16,4.82,1.74,22,4.22,1.96,18,5.19,2.99,16,1.19,2.54,5.64,5.55,3.54545,6.407407,3.130435,48.71,0.0227,13.8,618.55,-0.728,NA
utilize,利用,verb,2,12,5,4.06,1.61,16,6.12,1.26,16,5.26,1.52,19,4.33,2.48,21,4.19,2.43,16,-0.65,1.91,NA,NA,4.05,6.514286,3.84,91.75,0.0407,11.8,688.97,-0.611,NA
vacancy,空缺,noun,2,18,NA,4.88,1.2,16,5.44,1.26,16,5.05,1.47,20,3.68,2.21,22,4.5,2.28,16,-0.4,1.62,NA,NA,3.72727,6.333333,3.107143,3.96,NA,12.9,671.15,-0.462,NA
vacate,腾出,verb,2,18,NA,5.5,0.97,16,5.5,1.32,16,4.1,2.25,20,4.9,2.45,20,3.94,2.32,16,NA,NA,NA,NA,NA,5.394737,NA,NA,0.0006,12.4,NA,NA,NA
vacation,假期,noun,2,23,NA,7.75,1.29,16,6.56,1.75,16,8.53,0.77,19,5.22,2.92,49,5.94,2.79,16,0.88,2.88,NA,NA,5.41379,6.230769,2,17.41,NA,8.3,738.45,-0.317,NA
vacuum,真空,noun,2,18,NA,5.62,1.09,16,5.25,1.65,16,5.38,1.91,21,4.63,1.95,19,4.56,2.8,16,0.24,1.62,NA,NA,4.3,5.769231,2.516129,2.12,0.0015,12.7,746.84,-0.308,NA
vagina,阴道,noun,2,18,NA,5,1.41,16,5.44,1.71,16,6,2.66,41,5.83,2.59,42,5.13,2.95,15,-0.22,2.39,NA,NA,NA,5.777778,1.461538,9.21,0.0006,15.2,801.25,-0.089,NA
value,价值,noun,2,16,5,6.56,1.15,16,5.75,1.24,16,7.18,1.47,22,5.79,2.12,19,4,2.13,16,1.08,2.71,NA,NA,4.55,6.685714,3.541667,50.59,0.0284,13.5,601.9,-0.785,NA
valve,阀门,noun,2,12,NA,5.25,0.86,16,4.69,1.2,16,5.1,0.97,20,3.84,2.06,19,3.38,1.67,16,0,1.52,NA,NA,NA,5.16,1.608696,1.82,NA,14.3,896.64,0.274,NA
vamp,鞋面,noun,2,24,NA,5.31,0.87,16,4.56,0.73,16,5,1.83,19,5.3,2.08,20,3.5,1.86,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanilla,香草,noun,2,18,NA,6.5,1.1,16,4.75,1.73,16,7.42,1.26,19,3.62,2.42,21,6.19,2.14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vapor,水蒸气,noun,3,21,NA,5.25,0.58,16,4.75,1.29,16,4.68,1.63,19,3.24,2.19,21,5.06,1.91,16,NA,NA,NA,NA,NA,6,NA,NA,0.0013,NA,NA,NA,NA
variable,变量,noun,2,20,NA,5.25,0.93,16,5,0.85,15,5.29,1.65,21,3.65,2.3,20,3.62,2.42,16,0.09,1.63,NA,NA,NA,5.863636,3.708333,1.97,0.0025,14.4,741.03,-0.264,NA
variation,变异,verb,2,14,NA,4.81,1.6,16,6,1.51,16,5.53,1.01,17,3.9,1.76,21,4.25,2.29,16,-0.88,2.52,NA,NA,3.95833,6.178571,3.434783,5.19,0.0027,13.6,679.12,-0.558,NA
varsity,代表队,noun,3,17,NA,5.5,1.15,16,5.25,1.13,16,5.36,1.53,22,3.55,2.4,22,3.25,1.81,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vase,花瓶,noun,2,17,NA,5,1.26,16,4.06,1.18,16,5.77,1.27,22,3.57,2.48,23,4.31,2.09,16,0.09,1.77,5.24,5.26,6.75,6.392857,1.448276,5.22,0.0007,8.3,683.23,-0.585,NA
vault,金库,noun,2,15,NA,6.5,1.32,16,5.75,1.53,16,5.84,2.03,19,2.86,2.17,22,5.25,2.89,16,0.48,2.79,NA,NA,NA,5.291667,1.769231,5.37,NA,11.2,763.67,-0.312,NA
vegetable,蔬菜,noun,2,26,5,6.44,1.41,16,4.12,1.75,16,6.79,1.55,19,3.75,2.83,20,5.75,2.18,16,0.48,1.78,6.64,3.89,6.73684,6.423077,1.84,10.37,0.0043,5.4,631.99,-0.661,NA
vegetarian,素食主义者,noun,5,35,NA,5,1.41,16,5.12,1.63,16,5.25,2.34,20,3.45,2.78,20,4.75,2.05,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vegetation,植被,noun,2,22,NA,6.38,1.36,16,4.06,1.77,16,6.19,2.18,21,3.8,2.71,20,5,1.86,16,NA,NA,NA,NA,6.52174,6.392857,NA,NA,0.0009,12.9,NA,NA,NA
veil,面纱,noun,2,16,NA,5.62,0.89,16,4,1.21,16,5.42,1.12,19,3.83,2.01,18,5.44,2.13,16,NA,NA,NA,NA,NA,5.652174,NA,NA,NA,12.9,NA,NA,NA
vein,静脉,noun,2,23,NA,4.94,0.25,16,4.94,1.44,16,5.11,1.41,19,3.7,2.49,20,4.75,2.38,16,0.14,1.46,NA,NA,NA,5.424242,2,6.41,0.0013,13,681.06,-0.564,NA
velour,丝绒,noun,2,15,NA,5.88,0.72,16,4.06,1.53,16,5.65,1.6,20,4,2.43,21,5.38,2.75,16,NA,NA,NA,NA,5.13793,5.730769,NA,NA,NA,NA,NA,NA,NA
vendetta,仇杀,verb,2,10,NA,1.94,1.06,16,6.69,1.54,16,3.19,1.94,21,5.85,1.9,20,4.62,2.55,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vendor,小贩,noun,2,11,NA,4.44,1.31,16,5.19,0.98,16,5.29,1.45,21,3.82,2.17,22,3.75,1.57,16,NA,NA,1.42,7.25,6.52632,6.1,NA,NA,NA,10,NA,NA,NA
venereal,性病,noun,2,18,NA,1.62,1.02,16,6.88,1.41,16,2.95,1.87,19,4.58,2.43,24,4.75,2.46,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0006,NA,NA,NA,NA
venom,毒液,noun,2,20,NA,3,1.59,16,6.88,1.41,16,2.93,1.65,41,5.81,2.19,42,4.44,2.37,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
veranda,游廊,noun,2,23,NA,5.6,1.3,15,4.6,1.55,15,5.95,1.23,20,2.83,1.79,18,3.77,2.17,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
verb,动词,noun,2,13,NA,4.94,0.25,16,5.38,1.26,16,5.27,1.7,22,3.6,2.5,20,3.5,2.1,16,0.13,1.8,NA,NA,2.6,6.7,3.307692,1.43,0.0024,11.6,679.59,-0.492,NA
verbal,文字,noun,2,10,5,5.31,1.01,16,5,1.55,16,5.29,1.49,21,3.76,2.33,25,3.75,1.95,16,0.4,1.25,NA,NA,6.73684,6.633333,1.826087,9.33,0.0117,6.4,612.14,-0.739,NA
verdict,裁定,verb,2,20,NA,4.81,0.66,16,5.38,0.96,16,4.32,1.52,22,5.63,2.14,19,3.06,1.88,16,NA,NA,NA,NA,NA,5.363636,NA,NA,NA,14.3,NA,NA,NA
verification,验证,verb,2,17,6,5.31,0.87,16,5.47,1.41,15,5.4,1.5,20,4.05,2.09,21,4.19,2.46,16,0.54,2.08,NA,NA,3.3913,6.294118,2.73913,4.77,0.0016,12.3,660.4,-0.548,NA
verify,核实,verb,2,18,NA,5.62,1.02,16,5.25,1.48,16,5.43,1.54,21,4.21,2.17,24,3.62,2.25,16,0.52,2.05,NA,NA,3.34483,5.615385,2.869565,3.43,NA,11.9,660.08,-0.568,NA
vertebra,脊椎,noun,2,22,NA,5,1.1,16,4.69,1.25,16,5.32,1.36,22,3.15,2.37,20,4.88,2.09,16,0.08,1.68,NA,NA,NA,5.703704,1.173913,3.99,NA,10.7,775.87,-0.173,NA
vest,背心,noun,2,13,NA,4.88,0.5,16,4.81,0.91,16,5.74,1.69,19,4.1,2.15,39,4.25,2.11,16,-0.04,1.24,NA,NA,5.90909,6.466667,1.916667,4.11,NA,7,805.86,-0.159,NA
veteran,老手,noun,2,10,NA,5.12,1.09,16,5.06,1,16,6.86,1.8,21,4.16,1.84,25,3.88,1.82,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
veterinary,兽医,noun,2,18,NA,5.12,0.72,16,5.31,1.2,16,5.74,1.48,19,3.75,2.61,20,4.19,1.6,16,0.54,1.54,NA,NA,NA,5.64,1.375,6.8,NA,11.2,723.82,-0.355,NA
veto,否决,verb,2,13,6,3.69,0.95,16,5.62,1.09,16,4.71,1.52,21,3.91,2.11,22,3.81,2.04,16,-1.21,2.69,NA,NA,3.68182,5.56,2.5,5.72,NA,12.8,858.99,0.033,NA
vibration,振动,verb,2,16,5,5.06,0.57,16,5.12,1.5,16,5.53,2.22,19,5.36,2.46,22,4.69,2.55,16,0.08,2.15,NA,NA,NA,5.541667,2.222222,2.33,0.0087,10.9,662.34,-0.644,NA
victim,受害者,noun,3,26,NA,3.06,1.39,16,6,1.26,16,2.05,1.27,19,5.37,2.36,41,4.94,2.08,16,-1.29,2.81,NA,NA,NA,5.807692,NA,68.2,NA,12,714.55,-0.416,NA
victory,胜利,verb,2,16,5,7.06,1.12,16,6.5,1.79,16,7.59,1.91,41,5.9,2.34,21,5.69,2.39,16,2.18,3.25,NA,NA,5.25,6.318182,2.807692,52.73,0.0162,9.5,632.58,-0.788,NA
video,视频,noun,2,21,6,5.44,0.89,16,5.19,1.17,16,6.64,1.47,22,4.8,2.61,20,5.62,2.09,16,0.31,2.08,NA,NA,6.6087,6.928571,2.37037,22,NA,12.7,608.73,-0.782,NA
videotape,录像带,noun,3,30,NA,5.19,0.83,16,4.81,0.91,16,5.68,1.29,19,4.67,2.4,18,4.94,2.05,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
view,看法,noun,2,17,4,5.25,0.86,16,5.25,0.86,16,6.67,1.35,21,3.3,2,20,3.56,2.22,16,0.28,2.14,NA,NA,3.18182,6.321429,3.5,43.55,0.0074,10.2,703.15,-0.507,NA
viewpoint,观点,noun,2,15,5,5.25,0.68,16,4.88,0.96,16,6.17,1.5,18,3.55,1.99,20,3.25,1.84,16,0.38,2.22,NA,NA,4.91304,6.592593,3.208333,29.06,0.0216,11.4,672.87,-0.608,NA
vigil,守夜,verb,2,14,NA,4.81,1.11,16,4.81,1.38,16,5.35,1.23,20,3.1,2,20,3.81,1.87,16,0.12,1.88,NA,NA,NA,4.84,2,2.09,NA,13.2,714.63,-0.488,NA
vigilance,警惕,verb,2,30,6,4.75,1.34,16,6,0.82,16,5.67,2.03,18,3.64,2.38,22,4.56,2.8,16,0.26,3.24,NA,NA,4.4,5.814815,3.130435,9.51,0.0019,11.6,711.78,-0.371,NA
villa,别墅,noun,2,21,6,6.5,1.21,16,5.12,1.63,16,6.44,1.82,18,2.9,2.27,20,5.94,2.11,16,0.71,2.29,4.74,6.72,6.19048,6.148148,1.387097,10.16,0.0008,11.4,673.08,-0.525,NA
village,村庄,noun,2,13,NA,6.12,1.45,16,3.5,0.97,16,5.95,1.79,38,3.4,2.26,20,5.62,1.89,16,NA,NA,NA,NA,6.51724,6.230769,NA,NA,0.0026,10.9,NA,NA,NA
vinegar,醋,noun,1,15,5,4.94,1.06,16,5.25,1.29,16,5.33,2.11,18,3.55,2.72,22,6.25,2.11,16,NA,NA,NA,NA,NA,NA,NA,4.26,0.0007,NA,685.37,-0.453,NA
violation,违法,verb,2,15,NA,2.19,1.17,16,6,1.21,16,2.29,1.23,21,4.52,2.78,23,4.38,2.5,16,-2.33,3.31,NA,NA,4.2,4.703704,2.708333,16.51,0.0023,11.5,720.81,-0.433,NA
violet,紫罗兰,noun,3,25,NA,6.69,1.2,16,4.12,1.63,16,6.36,1.89,22,4.09,2.49,22,5.13,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
violin,小提琴,noun,3,27,NA,6.69,1.4,16,3.81,1.94,16,6.56,1.62,43,3.41,2.1,41,4.6,2.1,15,0.69,1.63,NA,NA,NA,4.96,NA,5.28,0.001,11.2,706.23,-0.438,NA
viper,毒蛇,noun,2,20,NA,2.25,1.29,16,6.56,1.5,16,4.58,1.87,19,5.17,2.69,23,5.38,2.96,16,NA,NA,1.83,7.31,6.63158,4.576923,NA,NA,0.001,NA,NA,NA,NA
virgin,处女,noun,2,8,NA,5.31,1.25,16,5.5,1.86,16,5.56,1.75,41,4.58,2.57,43,5.44,2.31,16,0.7,2.41,NA,NA,NA,6,1.885714,12.58,NA,13.9,624.68,-0.691,NA
visa,签证,verb,2,20,4,5.25,0.77,16,5.31,0.7,16,5.74,1.63,19,4.33,2.85,21,4.38,2.53,16,NA,NA,NA,NA,5.25,5.269231,NA,NA,NA,16.2,NA,NA,NA
vision,视力,noun,2,10,6,4.81,1.17,16,5.31,1.45,16,6.79,1.54,39,3.18,2.2,44,5.75,2.41,16,0.11,2.04,NA,NA,6,6.481481,1.625,5.63,0.0007,9,685.17,-0.493,NA
visit,参观,verb,2,14,4,5.38,0.89,16,5.25,1.13,16,6.56,2.28,18,3.9,2.63,20,4.56,2.03,16,0.57,1.96,NA,NA,4.55,6,2.692308,14.4,0.005,10.1,654.76,-0.616,NA
visitation,探访,verb,2,17,NA,5.5,0.73,16,5.25,1.24,16,5.4,2.54,20,4.17,2.64,18,4.12,2.03,16,0.52,2.15,NA,NA,4.2,6.045455,3.333333,4.17,NA,12.6,718.62,-0.469,NA
vitality,生命力,noun,3,15,NA,6.62,1.15,16,5,2.13,16,6.32,1.59,22,4.71,2.63,21,5.19,2.51,16,1.4,2.85,NA,NA,NA,6,NA,1.7,0.002,12.4,692.27,-0.573,NA
vitamin,维生素,noun,3,26,6,6.62,1.36,16,5.31,1.78,16,6.24,1.41,21,3.38,2.18,21,5.31,2.5,16,NA,NA,NA,NA,NA,5.857143,NA,NA,0.0034,NA,NA,NA,NA
vocabulary,词汇,noun,2,12,5,5.25,0.45,16,5.12,1.26,16,5.5,1.67,20,3.6,1.93,20,3.88,2.22,16,NA,NA,NA,NA,4.78,6.51049,NA,NA,0.0043,10.7,NA,NA,NA
vodka,伏特加,noun,3,21,NA,5.62,1.02,16,6.06,1.77,16,5.68,2.31,19,5.23,2.91,22,5.47,2.64,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
voice,嗓音,noun,2,22,NA,4.62,1.93,16,5.38,1.41,16,6.5,1.98,18,3.25,2.59,20,5.38,2.6,16,NA,NA,NA,NA,4.66667,6.428571,NA,NA,0.001,11.4,NA,NA,NA
volcano,火山,noun,2,7,NA,4.81,1.64,16,5.94,1.57,16,4.59,2.3,41,6.7,1.38,20,5.4,1.99,15,-0.37,2.72,3.59,4.82,6.61905,NA,1.230769,7.9,0.0019,9.8,723.04,-0.333,NA
volleyball,排球,noun,2,21,NA,5.88,1.15,16,5.38,1.15,16,6.27,1.88,22,4.55,2.46,22,4.75,1.98,16,0.59,1.81,NA,NA,6.63158,6.6,1.333333,1.64,0.0005,12.4,724.03,-0.393,NA
voltage,电压,noun,2,11,NA,4.69,1.45,16,5.19,1.17,16,4.96,1.87,23,5.36,2.84,22,4.94,2.54,16,-0.12,2.15,NA,NA,NA,5.808511,2.304348,1.97,0.0063,13.5,691.7,-0.533,NA
volume,体积,noun,2,17,6,5.12,0.62,16,4.56,1.03,16,5.25,1.68,20,5,2.66,21,3.5,2.13,16,NA,NA,NA,NA,4.63636,6.28125,NA,NA,0.0068,12.1,NA,NA,NA
voluntary,自愿,verb,2,20,5,4.94,1.39,16,5.25,1.57,16,5.76,2.19,21,3.95,2.11,20,4.62,2.36,16,NA,NA,NA,NA,3.73913,6.6875,NA,NA,0.0021,11.1,NA,NA,NA
volunteer,志愿者,noun,3,29,5,5.75,1.81,16,5.62,1.54,16,7.35,1.31,20,3.95,1.73,20,5.25,2.65,16,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA
vote,选票,noun,2,20,NA,5.16,1.57,32,4.88,1.36,32,5.24,1.81,21,5.05,2.21,20,4.06,2.23,32,NA,NA,NA,NA,NA,5.244898,NA,NA,NA,13.8,NA,NA,NA
voter,选民,noun,2,14,NA,4.81,1.6,16,4.75,1.39,16,4.85,2.01,20,4.75,2.36,20,3.94,2.14,16,0.5,1.96,NA,NA,3.10345,4.115385,1.923077,4.92,0.0009,14.9,803.44,-0.061,NA
vowel,元音,noun,2,13,NA,4.75,1.06,16,4.62,1.09,16,5,1.12,20,3.14,2.08,21,4.69,2.44,16,0.35,1.08,NA,NA,NA,4.826087,2.68,0.92,NA,12,936.55,0.222,NA
voyeur,偷窥狂,noun,3,31,NA,1.44,0.73,16,6.06,2.08,16,4.32,2.52,19,4.65,2.23,20,5,2.66,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
waffle,华夫饼,noun,3,19,NA,6.53,1.36,15,5.4,1.4,15,6.75,1.62,20,4.5,2.69,24,5.81,1.97,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wage,工资,noun,2,13,4,7.12,1.31,16,6.5,1.55,16,6,2.35,21,3.43,2.11,21,5.81,2.95,16,0.89,3.5,NA,NA,5.43478,6.875,1.692308,17.92,0.0109,11.6,632.9,-0.642,NA
wager,打赌,verb,2,17,NA,4.94,1.65,16,5.88,1.26,16,4.68,1.57,19,4.75,2.17,20,4.88,2.58,16,-0.54,2.68,NA,NA,NA,5.565217,2.766667,47.55,NA,8.3,653.87,-0.602,NA
waist,腰,noun,1,13,5,5.19,1.17,16,4.81,1.17,16,5.32,2.16,19,4,2.38,20,5.19,2.56,16,NA,NA,NA,NA,NA,NA,NA,NA,0.007,NA,NA,NA,NA
wait,等待,verb,2,21,5,4.38,0.72,16,4.69,1.58,16,4.55,1.65,22,3.62,2.13,21,5,2.5,16,0.32,1.85,NA,NA,5.56522,6.592593,3.296296,56.85,0.0048,9.8,651.56,-0.663,NA
waiter,服务员,noun,3,20,2,4.88,0.81,16,4.62,1.09,16,5.05,1.28,20,3.05,1.87,19,4.56,2.31,16,NA,NA,NA,NA,NA,6.16,NA,NA,0.0015,NA,NA,NA,NA
wake,醒,verb,1,16,4,5.31,0.6,16,4.88,1.15,16,6.57,1.96,21,3.8,2.61,20,4.81,2.23,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0037,NA,NA,NA,NA
walk,步行,verb,2,13,NA,5.06,1.29,16,4.44,1.26,16,6.77,1.6,22,3.24,2.02,21,4.81,2.4,16,NA,NA,NA,NA,5.66667,6.785714,NA,NA,0.0006,6.2,NA,NA,NA
wall,墙,noun,1,14,5,5,0.82,16,4.56,1.15,16,5.06,1.73,18,2.9,1.92,21,4.31,2.68,16,NA,NA,NA,NA,NA,NA,NA,50.29,0.0038,NA,607.59,-0.732,NA
wallet,钱包,noun,2,15,NA,5.81,1.33,16,5.31,1.7,16,6,0.97,20,4.25,2.22,20,5.69,2.57,16,0.25,2.78,NA,NA,6.18421,6.633333,1.24,29.72,NA,8.1,672.63,-0.625,NA
wallpaper,墙纸,noun,2,21,NA,5.81,0.98,16,4.5,1.26,16,5.38,1.66,21,2.81,1.94,21,4.62,2.42,16,0.29,1.38,NA,NA,NA,5.708333,1.5,1.61,NA,11.4,808.2,-0.089,NA
walnut,核桃,noun,2,20,NA,6.19,1.11,16,5.12,1.26,16,6.39,1.46,18,2.81,2.32,21,5.31,2.3,16,NA,NA,2.17,5.43,6.68421,6.633333,NA,NA,0.0006,6.7,NA,NA,NA
walrus,海象,noun,2,21,NA,5.5,0.89,16,4.88,1.02,16,5.79,1.47,19,3.95,1.96,21,4.25,2.27,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
waltz,华尔兹,noun,3,20,NA,6.56,1.21,16,5,2.22,16,5.79,1.9,19,3.58,2.34,24,4.81,2.74,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wand,魔杖,noun,2,27,NA,6.38,1.78,16,6.06,1.48,16,5.42,2.27,19,4,2.68,20,4.75,2.41,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
war,战争,noun,2,15,5,2.22,1.13,32,7.19,1.47,32,2.23,1.58,39,6.27,2.2,41,#N/A,#N/A,#N/A,-2.18,3.25,NA,NA,5.56522,6.571429,2.192308,92.26,0.0228,10.4,636.19,-0.703,NA
wardrobe,衣柜,noun,2,14,NA,5.44,0.81,16,5.25,1.48,16,6.09,1.8,22,5.16,2.39,19,5.31,2.55,16,NA,NA,NA,NA,6.52174,6.785714,NA,NA,NA,8.6,NA,NA,NA
warehouse,仓库,noun,2,11,6,5.06,0.44,16,5,1.15,16,4.43,1.62,23,3.57,1.72,21,4.5,2.61,16,0.17,1.56,5.43,6.5,5.85,6.588235,1.434783,21.19,0.0028,8.2,630.01,-0.657,NA
warlord,军阀,noun,2,15,NA,2.94,1.44,16,6.56,1.36,16,2.95,1.58,19,5.57,2.42,21,4.31,2.18,16,NA,NA,NA,NA,3.91667,4.821429,NA,NA,0.0044,12.7,NA,NA,NA
warn,警告,verb,2,26,6,3.44,1.26,16,5.88,1.2,16,4.9,2.21,21,4.65,2.79,23,4.75,2.54,16,-0.58,3.04,NA,NA,3.45455,6.321429,2.9,61.53,0.0014,9.2,613.89,-0.682,NA
